id_arete;lstpoints;parent;highway;nomvoie;surface;dist
885174774;[1806149100, 4014816160, 1806149136, 4014816159, 1806149097, 4014816151, 1806149111];885174774;tertiary;Allée des Platanes;asphalt;14.3
885174775-1;[1806149144, 1806149105, 1806149117, 1806149128, 1806149118];885174775;tertiary;Giratoire Marie-Thérèse Gambade;asphalt;10.8
885174775-2;[1806149118, 1806149096, 1806149130, 1806149133, 1806149110];885174775;tertiary;Giratoire Marie-Thérèse Gambade;asphalt;9.5
885174776;[578449624, 255402743];885174776;residential;Avenue du 11 Novembre 1918;asphalt;13.4
885174777-1;[3605927467, 4014835663];885174777;residential;Allée de la Poterne;asphalt;12.4
885174777-2;[4014835663, 7593050970];885174777;residential;Allée de la Poterne;asphalt;3.6
885174777-3;[7593050970, 3563710447];885174777;residential;Allée de la Poterne;asphalt;3.4
885217908;[1797141974, 2436291976, 7629117094];885217908;residential;Boulevard du Rempart Lachepaillet;asphalt;16.0
885217909;[4868369145, 6231013325, 7629117096];885217909;residential;Boulevard du Rempart Lachepaillet;asphalt;4.2
885217910;[255400676, 4868369145];885217910;residential;Boulevard du Rempart Lachepaillet;asphalt;15.8
885217911;[4868369148, 1797141971];885217911;tertiary;Avenue de Pampelune;asphalt;7.2
885217912-1;[364415029, 10929143686];885217912;pedestrian;Rue d'Espagne;paving_stones;42.5
885217912-2;[10929143686, 388386031];885217912;pedestrian;Rue d'Espagne;paving_stones;2.6
886414041;[8242420520, 8242420519, 8242416515, 8242420518, 8242416516, 8242420517];886414041;service;Place des Basques;asphalt;49.8
886419015;[388189793, 388382243];886419015;residential;Rue de Gramont;asphalt;27.4
886419016-1;[6043901027, 5487073229];886419016;residential;Rue de Gramont;;25.5
886419016-2;[5487073229, 388382247];886419016;residential;Rue de Gramont;;10.0
887822918;[8254491234, 8254491233, 8254491232, 8254491231, 8254491230, 8254491229, 8254491228, 8254491227];887822918;service;;;40.5
893087117;[3914842369, 2321308342, 8300441485];893087117;footway;;paving_stones;17.0
893087118-1;[8300441486, 1828784583];893087118;footway;;paving_stones;3.8
893087118-2;[1828784583, 8300441487];893087118;footway;;paving_stones;5.8
893087119;[8300441490, 7593174175];893087119;path;;paving_stones;9.3
893087120-1;[8992542932, 7770165934];893087120;footway;;asphalt;4.4
893087120-2;[7770165934, 8992557724];893087120;footway;;asphalt;3.5
893087121;[7593174175, 8300441486];893087121;path;;paving_stones;3.4
893615521-1;[1797177090, 1797177092];893615521;service;;asphalt;13.1
893615521-2;[1797177092, 1797177094, 10139345418, 1797177102, 10139342015];893615521;service;;asphalt;23.0
893615521-3;[10139342015, 4492378862, 10139342014, 10139345417];893615521;service;;asphalt;12.9
893615521-4;[10139345417, 1797177107];893615521;service;;asphalt;3.5
893615522-1;[1797177098, 8305294685, 1797177095, 8305294686, 8305294687, 1797177093];893615522;service;;asphalt;14.4
893615522-2;[1797177093, 1797177091];893615522;service;;asphalt;11.3
893615524-1;[254951185, 10142982585];893615524;service;;asphalt;3.9
893615524-2;[10142982585, 8305294690, 8305294691, 8305294692, 8305294693];893615524;service;;asphalt;23.5
893615524-3;[8305294693, 8305294694];893615524;service;;asphalt;4.9
893615524-4;[8305294694, 7352104714];893615524;service;;asphalt;4.4
893615525;[8305294693, 10142982589, 8305294699, 8305294698];893615525;service;;asphalt;10.0
907399111;[1797271546, 5464276898];907399111;pedestrian;Rue des Graouillats;asphalt;10.6
908325955;[1797215411, 2282791098];908325955;service;;asphalt;15.7
908325956;[1797215411, 1797215408];908325956;service;;;13.9
908368761;[8434579205, 8434579203, 8434579202, 8434579204];908368761;footway;;;37.1
908379374;[1888318077, 8434696330, 8434679706];908379374;service;;;31.3
908379375-1;[1888318089, 1888318074, 1888318077];908379375;service;;;26.0
908379375-2;[1888318077, 8434696331];908379375;service;;;14.5
908379375-3;[8434696331, 1888318081];908379375;service;;;47.8
908379376;[1888318081, 4109191340, 1806149145];908379376;service;;;42.3
908379377-1;[8434696336, 8434696337];908379377;service;;;33.0
908379377-2;[8434696337, 8434696335, 8434696334, 8434696333];908379377;service;;;83.7
908379378;[1888318088, 8434696337];908379378;service;;;11.7
908676929;[8437354708, 4320712916];908676929;footway;;;8.1
908676930;[8437354709, 4320712918];908676930;footway;;;9.9
908827206;[6753623800, 6753623797];908827206;residential;Rue René Cuzacq;asphalt;7.9
909688065;[1829836633, 1829836635, 1829836648, 1829836631, 3653092004, 1829836650];909688065;secondary;Giratoire Jean Jaurès;;12.8
909688066;[476283457, 2858096167, 2858096159, 2858096158, 4730998560, 6753623798, 476283458];909688066;residential;Giratoire Albert Thomas;asphalt;18.7
909688067;[476283455, 2858096166, 4730998558, 476283456];909688067;residential;Giratoire Albert Thomas;asphalt;12.1
909688068;[476283454, 2858096161, 2858096162, 476283455];909688068;residential;Giratoire Albert Thomas;asphalt;13.5
910010729;[1829836634, 1829836627, 1829836649, 1829836639, 1829836651];910010729;secondary;Giratoire Jean Jaurès;;14.7
910010730;[1829836650, 1829836637, 1829836647, 1829836641, 3653092002, 1829836634];910010730;secondary;Giratoire Jean Jaurès;;12.5
918469851;[3580226494, 8530243654];918469851;steps;;;5.8
918469852;[3918285669, 5602325237];918469852;footway;;;23.9
921446775;[254933412, 3415985382, 6753623788, 1830766523];921446775;residential;Rue Daniel Argote;;18.3
931145771;[3455324230, 10180877519];931145771;cycleway;Pont Charles Vaillant;;3.6
933009617;[6650044169, 9558378214, 9558378210, 6665264790];933009617;service;;;35.4
933009619-1;[8648547795, 9558410727];933009619;service;;;6.3
933009619-2;[9558410727, 6618899841];933009619;service;;;7.4
933009620;[8648547792, 9558378213, 9558378209];933009620;service;;;18.2
933009621;[8648547792, 8648547791, 9558378207, 8648547790, 8648547789];933009621;service;;;45.5
933009622;[8648547794, 9558378216, 9558378211];933009622;service;;;19.5
933009623;[8648547796, 9558378215, 9558378212, 8648547795];933009623;service;;;40.1
933010497-1;[863008412, 862918808, 862904065, 862973231, 863105741, 862999632, 862993422, 862892577, 862978338, 862908665, 862903585, 862899299, 863127194, 863108232, 862939162, 863042686, 863106231, 8648585533, 8648585532, 9204674079, 8648585531, 8648585530, 11283173245];933010497;pedestrian;;paving_stones;86.9
933010497-2;[11283173245, 8648585529, 8821341735, 8648585528, 8648585527];933010497;pedestrian;;paving_stones;17.2
933010497-3;[8648585527, 8648585526, 8648585525, 8648585524, 8648585523, 8648585522, 862901617, 862982961, 863067792, 9208042034, 862890265, 863035021, 862937035, 862993271, 862954876, 9208042035, 862993214, 863008412];933010497;pedestrian;;paving_stones;123.9
933272821;[8650865671, 8650865672];933272821;footway;;;27.5
933272822;[8650865673, 8650865672];933272822;steps;;;5.3
933276398-1;[578393996, 8650890976, 4466301029];933276398;residential;Rue Tombeloli;;28.5
933276398-2;[4466301029, 8650890977];933276398;residential;Rue Tombeloli;;5.2
933276399;[8650890977, 8951067645];933276399;service;Chemin du Fort;;13.6
934674127;[7197049183, 8662153939, 8662153940, 8662792104, 8662153941, 8662792103, 8662153942, 8662792105, 8662153943, 8662792106, 8662153944, 8662792107, 8662153945, 8662153946, 7197049184];934674127;footway;;;34.1
934674128;[8662153951, 7197049184];934674128;path;;;4.1
934674129-1;[7197062690, 8662153952, 8662792068];934674129;footway;;sett;5.5
934674129-2;[8662792068, 8662792066, 8662153953, 8662792067, 8662153954, 8663213535, 8662153955];934674129;footway;;sett;13.6
934674129-3;[8662153955, 8662792071, 8662153956, 8662153957, 8662792072, 8662153958, 8662792073];934674129;footway;;sett;17.4
934674130;[7197049165, 8662153948];934674130;steps;;;6.1
934674131-1;[8662792094, 8662792095, 8662792096, 8662792097, 8662792098, 8662153962];934674131;footway;;;6.4
934674131-2;[8662153962, 8662792089, 8662792088, 8662153964, 8662792086, 8662792091, 8662792087];934674131;footway;;;7.7
934674131-3;[8662792087, 8662792092, 8662792093, 8662792084, 8662792085, 8662792082, 8662153963, 8662792083, 8662792094];934674131;footway;;;10.2
934674132;[8662153970, 8662153971, 8662153972];934674132;footway;;sett;4.0
934674133;[8662792078, 8662153976, 8662153977, 8662153973];934674133;footway;;;5.6
934768016;[8662792068, 8662792069, 8663213536, 8662792070, 8662153955];934768016;footway;;;10.5
934768017;[8662153973, 8662792077, 7197049155, 8662792076, 7197049154, 7197049153];934768017;steps;;wood;9.1
934768018;[7197049156, 8662153973];934768018;footway;;;3.0
934768019;[8662153974, 8662153975, 8662792078];934768019;steps;;;4.2
934768020;[7197049169, 7197049168];934768020;footway;;;3.5
934768021;[7197049168, 8662792079, 7197049167, 8662792080];934768021;steps;;;4.0
934768022;[8662792087, 8662153965, 8662153966, 8662153967, 8662153968, 8662153969];934768022;footway;;sett;19.4
934768023;[7197049176, 8662153960, 8662792099, 8662153961, 8662792090, 8662153962];934768023;footway;;sett;12.5
934768025-1;[4938381833, 7197049171];934768025;footway;;;2.0
934768025-2;[7197049171, 7197049156];934768025;footway;;;7.2
934768025-3;[7197049156, 7197062692, 7197049161];934768025;footway;;;7.8
934768025-4;[7197049161, 7197062691, 7197062690];934768025;footway;;;6.0
934768025-5;[7197062690, 7197062689, 8662792065];934768025;footway;;;6.8
934768026;[8662792065, 7197062688];934768026;footway;;sett;3.6
934825020;[8662153948, 8663213534];934825020;footway;;;3.4
934825021;[8663213538, 8663213541, 8663213542, 8663213539];934825021;footway;;paving_stones;15.7
935461676;[8668978245, 8668978246];935461676;service;;asphalt;13.4
935466501;[1797177088, 5484526685];935466501;pedestrian;Chemin de Mousserolles;;9.9
935468250;[8669010163, 8669010162];935468250;footway;;;11.5
935468251-1;[8669010164, 8669010162];935468251;pedestrian;Chemin de Mousserolles;;2.2
935468251-2;[8669010162, 3585228475];935468251;pedestrian;Chemin de Mousserolles;;2.4
935469015-1;[8669019976, 11758865942];935469015;service;Parc de Stationnement de Mousserolles;;16.2
935469015-2;[11758865942, 8669019975];935469015;service;Parc de Stationnement de Mousserolles;;5.5
935469015-3;[8669019975, 8669010163];935469015;service;Parc de Stationnement de Mousserolles;;36.4
935471781;[8669023255, 8669023254, 8669023253, 8669023252];935471781;path;;gravel;26.3
935471782;[8669023257, 8669023256, 8669023255];935471782;steps;;;10.4
935471783;[2288482722, 8669023264, 8669023263, 8669023262, 8669023261, 8669023260, 8669023259, 8669023258, 8669023257];935471783;path;;gravel;67.4
935471784;[2288482722, 11758865939];935471784;footway;;;14.9
935475872;[7191486219, 2288482695, 7191486218, 7191486217, 2288482703];935475872;path;;asphalt;39.4
935475873;[7191486219, 8669094743, 8669094742];935475873;path;;ground;19.9
935475874;[2288482672, 2288482673];935475874;path;;;9.2
935475877;[2288482673, 8669094780, 8669094779, 8669094778, 8669094777, 8669094776, 8669094775, 8669094774, 8669094773, 8669094772, 8669094771, 11758865953, 5484528583];935475877;path;;ground;275.7
946103398;[8758462056, 3649039666];946103398;footway;;;9.3
946103399-1;[8758392701, 8758392700, 8758392699];946103399;service;;;10.0
946103399-2;[8758392699, 8758392698];946103399;service;;;4.7
946103402-1;[8758462021, 8758462020, 8758462019, 8758462018, 8758462017, 8758462091, 8758392716, 8758392715, 8758462092];946103402;footway;;asphalt;102.3
946103402-2;[8758462092, 8758392714, 8758392713, 8758392712, 8758392711, 8758392710, 8758392709, 8758392708, 8758392707, 8758392706, 8758392705, 8758392704];946103402;footway;;asphalt;158.5
946103403;[8758462021, 8758462025, 8758462024];946103403;footway;;asphalt;3.1
946103404;[8758462024, 8758462023, 8758462022, 8758462026];946103404;footway;;asphalt;9.3
946103405;[8758462029, 8758462028, 8758462027];946103405;footway;;asphalt;7.7
946103406-1;[8758462033, 8758462032];946103406;footway;;asphalt;4.5
946103406-2;[8758462032, 8758462026];946103406;footway;;asphalt;3.7
946103407;[8758462053, 8758462054];946103407;footway;;;4.2
946103408;[8758462055, 8758462056];946103408;footway;;;20.5
946103409-1;[8758462056, 940948208];946103409;footway;;;8.2
946103409-2;[940948208, 8758462057];946103409;footway;;;12.2
946103410;[8758462062, 8758462061, 8758462060, 8764031071];946103410;footway;;;39.1
946103411-1;[8758462062, 8758462044, 8758462043];946103411;footway;;asphalt;29.9
946103411-2;[8758462043, 8758462042, 8758462041, 8758462040, 8758392699];946103411;footway;;asphalt;61.1
946103411-3;[8758392699, 8758462039, 8758462038, 8758462037, 8758462036, 8758462029];946103411;footway;;asphalt;43.8
946103411-4;[8758462029, 8758462035, 8758462034, 8758462033];946103411;footway;;asphalt;12.0
946103413;[8758462072, 8758462071];946103413;footway;;asphalt;3.3
946103414-1;[8758462065, 8758462068, 8758462067];946103414;footway;;asphalt;57.4
946103414-2;[8758462067, 10180877502];946103414;footway;;asphalt;11.4
946103414-3;[10180877502, 8758462054];946103414;footway;;asphalt;11.3
946103415;[8758462071, 8758462070, 8758462069, 8758462066];946103415;footway;;asphalt;21.3
946103416-1;[8758462075, 8758462064, 8758462074, 8758462073];946103416;cycleway;;asphalt;21.8
946103416-2;[8758462073, 8758462072];946103416;cycleway;;asphalt;6.4
947784991;[840829607, 1887243107];947784991;residential;Quai Amiral Jaureguiberry;asphalt;13.8
949380974;[8789249273, 8789249272];949380974;service;;;20.1
949380975;[8789249274, 8789249273];949380975;service;;;6.2
949380976-1;[8789249275, 5763327582];949380976;service;;;5.6
949380976-2;[5763327582, 8789249274];949380976;service;;;20.5
949754618;[8792418551, 3563710441];949754618;unclassified;Avenue Maréchal de Lautrec;asphalt;10.7
949754619;[3563710447, 8231854551, 7593050974];949754619;residential;Allée de la Poterne;asphalt;6.2
957181965;[967747793, 8857283487, 8857283486];957181965;footway;Ruelle de la Flamande;;48.0
957181966;[8857283483, 8857283482, 8857283481, 8857283480];957181966;service;;;24.9
957181967-1;[8857283486, 8857283485, 8857283483];957181967;service;Ruelle de la Flamande;;12.5
957181967-2;[8857283483, 8857283484];957181967;service;Ruelle de la Flamande;;14.5
958641486;[848725713, 8870038272, 8870038271, 848725714, 5484528570, 848725715, 8869999327];958641486;footway;;asphalt;89.1
958645824;[8870053973, 848725722];958645824;footway;;asphalt;63.4
958653636;[8870115614, 8870131924];958653636;footway;;;3.6
958653637;[8870115613, 8870115614];958653637;steps;;;0.9
958653638;[8870115616, 8870131922];958653638;footway;;;2.7
958653639;[8870115615, 8870115616];958653639;steps;;;0.9
958653640;[8870131923, 8870115615];958653640;footway;;;3.9
958653641;[8870131925, 8870115613];958653641;footway;;;2.4
960758865;[4868366903, 4868366904, 8887883469];960758865;residential;Rue de l'Abesque;sett;15.3
967071981;[8254499981, 388314412];967071981;living_street;Rue Adolphe Thiers;concrete:plates;29.5
967071982;[255400851, 1887243139, 5484526635];967071982;tertiary;Rue Tour de Sault;asphalt;26.5
967071983-1;[840829607, 1887243121];967071983;service;Rue Tour de Sault;asphalt;13.1
967071983-2;[1887243121, 8947020815];967071983;service;Rue Tour de Sault;asphalt;4.0
967478422;[8950580251, 11149909291, 11149909293];967478422;footway;;;11.9
967532652;[8951067645, 578393993];967532652;path;Chemin du Fort;;73.5
969131646;[8967750083, 8967750082];969131646;footway;;;15.8
969131647;[8967750083, 8967750088];969131647;footway;;;6.6
969131648;[8967750086, 8967750083];969131648;footway;;;5.3
969131649-1;[8967750087, 8967750085, 6184740406];969131649;footway;;;11.3
969131649-2;[6184740406, 8967750084, 8967750089];969131649;footway;;;11.4
969131650;[8967750087, 8967750086];969131650;footway;;;15.0
969131651;[8967750089, 8967750088];969131651;footway;;;14.9
970701733;[8983896057, 6817486867];970701733;footway;;asphalt;8.3
970704674;[254920454, 8870131917];970704674;pedestrian;Quai Augustin Chaho;asphalt;6.9
970704675;[4868223520, 1887243196, 1887243200];970704675;pedestrian;Quai des Corsaires;paving_stones;19.9
971599640;[8992557724, 8300441490];971599640;footway;;paving_stones;8.3
971599643;[7770165935, 8992542932];971599643;footway;;asphalt;4.6
972160394;[8758462077, 8758462062];972160394;footway;;;5.1
972160395;[8758462076, 8758462077];972160395;cycleway;;asphalt;13.7
972160396;[8758462075, 8758462076];972160396;cycleway;;asphalt;6.2
977899305-1;[388382460, 388382465];977899305;pedestrian;Rue des Augustins;asphalt;7.6
977899305-2;[388382465, 4014816148];977899305;pedestrian;Rue des Augustins;asphalt;4.9
993400000;[9177730039, 9177730038];993400000;steps;;;9.8
993400001;[8758462057, 9177730040, 9177730037, 9177730039];993400001;footway;;;11.9
995916949-1;[269247916, 10169507243, 10169507248];995916949;footway;;concrete;16.0
995916949-2;[10169507248, 9196154760];995916949;footway;;concrete;8.2
995918864;[706302159, 257607801];995918864;living_street;Rue Marengo;asphalt;64.5
1010229554;[9321104698, 9321104697];1010229554;service;;;4.4
1010229555;[9321104699, 9321104698];1010229555;service;;;11.0
1010229556;[9321104700, 9321104699];1010229556;service;;;29.8
1010229558;[9321104705, 9321104704];1010229558;service;;;24.6
1022170098;[570056253, 8138561236];1022170098;residential;Rue Albert Thomas;asphalt;20.6
1022173267;[751512672, 5464276917, 3150255637, 10733895563, 254935706];1022173267;residential;Quai de Lesseps;asphalt;36.8
1022622927;[9431405567, 5781738099];1022622927;footway;;;2.6
1022642540;[5464276903, 570056323, 6167949114];1022642540;unclassified;Chemin de Saint-Étienne;asphalt;77.2
1032899622;[5487073240, 9516486139, 9516486138, 9516486137];1032899622;footway;;concrete;47.6
1044294910;[9609236401, 7003820158, 11283173247];1044294910;footway;;;14.8
1044294911;[9609236409, 9609236405, 9609236404, 9609236403, 9609236402, 9609236407];1044294911;footway;;asphalt;55.9
1044294912-1;[9609236412, 9609236410, 9609236409];1044294912;footway;;asphalt;35.5
1044294912-2;[9609236409, 9609236408, 9609236407];1044294912;footway;;asphalt;41.5
1044294912-3;[9609236407, 9609236406];1044294912;footway;;asphalt;8.7
1044294913-1;[9609236411, 9558410728];1044294913;footway;;;4.5
1044294913-2;[9558410728, 9609236412];1044294913;footway;;;4.3
1044294914-1;[9609236414, 11048400343];1044294914;footway;;;6.6
1044294914-2;[11048400343, 9609236401];1044294914;footway;;;2.6
1044294914-3;[9609236401, 9609236413, 9609236411];1044294914;footway;;;28.9
1044294915-1;[9609236415, 9558410727];1044294915;footway;;;5.0
1044294915-2;[9558410727, 9609236414];1044294915;footway;;;3.5
1044294916;[570751025, 6618923559];1044294916;footway;;asphalt;3.9
1044294917-1;[9609236416, 6650044171];1044294917;footway;;asphalt;4.9
1044294917-2;[6650044171, 8648585527];1044294917;footway;;asphalt;5.8
1046494408;[1888303655, 9623699569, 6335008528];1046494408;footway;;;29.5
1046494409;[1888303624, 9623699572, 9623699571, 7667113682];1046494409;footway;;;22.8
1052988744;[9676914056, 10137761500, 9676914057];1052988744;footway;;concrete;55.9
1052988745;[9676914057, 1801848709];1052988745;footway;;asphalt;3.5
1052988746;[1887243200, 9676914058, 9676914056];1052988746;footway;;paving_stones;6.4
1052988747-1;[7567052000, 7567051999];1052988747;footway;;asphalt;20.5
1052988747-2;[7567051999, 6290764038];1052988747;footway;;asphalt;6.0
1052988748;[7567052003, 5480592819];1052988748;path;;asphalt;12.0
1052988749;[9676914059, 9048551373];1052988749;footway;;asphalt;3.3
1052988750;[9676914059, 6528389295];1052988750;footway;;;2.2
1052988751;[3513549751, 9676914059];1052988751;footway;;asphalt;1.6
1052988752;[9676914064, 9676914063, 9676914062, 7003820167];1052988752;footway;;asphalt;13.3
1052988753-1;[9676914064, 6155693629, 9676914065];1052988753;footway;;;13.2
1052988753-2;[9676914065, 9676914061];1052988753;footway;;;1.3
1067268356;[1890041784, 9799457000, 9799457001, 8995529472];1067268356;footway;;asphalt;24.6
1067268357-1;[8995529472, 9799457003];1067268357;footway;;;9.3
1067268357-2;[9799457003, 9799457004, 1797177093];1067268357;footway;;;10.9
1069963275;[9516486137, 5487073243];1069963275;footway;;concrete;12.2
1069963276;[5487073241, 5487073240];1069963276;footway;;;5.5
1078485607;[6285629100, 9676914064];1078485607;footway;;asphalt;6.1
1078485608;[7003820167, 9887201233];1078485608;steps;;;2.2
1078485609;[7003820167, 9887201236, 9887201235, 9887201234];1078485609;footway;;asphalt;28.2
1078525246;[9887512374, 388382479];1078525246;footway;Ruelle des Basques;;6.4
1078525247;[9887512373, 9887512374];1078525247;footway;Ruelle des Basques;;31.8
1078970506;[9891097359, 9891097388];1078970506;path;;;5.7
1078970507;[9891097360, 9891097384];1078970507;path;;;5.8
1078970508;[9891097361, 9891097380];1078970508;path;;;5.8
1078970509;[9891097362, 9891097376];1078970509;path;;;5.7
1078970510;[9891097363, 9891097372];1078970510;path;;;5.6
1078970511;[9891097364, 9891097368];1078970511;path;;;6.0
1078970531;[9891097393, 9891097394];1078970531;path;;;6.0
1083978669;[9933439335, 3554295998, 9933439336];1083978669;footway;;asphalt;9.2
1083978670;[9933439336, 9933439337];1083978670;footway;;paving_stones;3.5
1083978671;[9933439337, 3554296021];1083978671;footway;;;4.6
1085045638;[9942175353, 9942175352];1085045638;footway;;;4.9
1085045639;[6552508375, 9942175362];1085045639;footway;;;5.6
1085045640-1;[9942175371, 9942175370, 9942175369, 9942175368, 9942175367, 9942175352];1085045640;pedestrian;Placette André Béhotéguy;asphalt;30.1
1085045640-2;[9942175352, 9942175366, 9942175365, 9942175364, 9942175363, 9942175362];1085045640;pedestrian;Placette André Béhotéguy;asphalt;63.0
1085045640-3;[9942175362, 9942175361, 9942175360, 9942175359, 9942175358, 9942175357, 9942175356, 9942175355, 9942175354, 9942175371];1085045640;pedestrian;Placette André Béhotéguy;asphalt;64.1
1091059597-1;[3563710441, 8792418552];1091059597;living_street;;;6.6
1091059597-2;[8792418552, 3563710439, 3668903273, 7593196342];1091059597;living_street;;;66.6
1094494865;[711707605, 10024304212];1094494865;secondary;Avenue Duvergier de Hauranne;asphalt;12.2
1094494866;[10024304213, 711707605];1094494866;secondary;Avenue Duvergier de Hauranne;asphalt;14.9
1098230691-1;[10055688304, 10055688303, 7593174183];1098230691;footway;;paving_stones;16.6
1098230691-2;[7593174183, 7593213489];1098230691;footway;;paving_stones;6.2
1098230691-3;[7593213489, 7593213497];1098230691;footway;;paving_stones;7.5
1098230692;[10055688308, 10055688307, 1827160769];1098230692;tertiary;;;13.6
1098230693;[7593174179, 254521790, 10055688311];1098230693;footway;;asphalt;15.3
1098230694;[8300441489, 10055688311];1098230694;footway;;paving_stones;2.9
1098230819-1;[3874428774, 3914846153];1098230819;pedestrian;;paving_stones;2.9
1098230819-2;[3914846153, 10055655205, 10055655204, 10055655203, 10055655202];1098230819;pedestrian;;paving_stones;26.4
1098230819-3;[10055655202, 10055655201, 10055655200, 10055655199, 10055655198];1098230819;pedestrian;;paving_stones;18.1
1098230819-4;[10055655198, 10055655197, 10055655196, 10055655195, 10055655194];1098230819;pedestrian;;paving_stones;22.8
1098230819-5;[10055655194, 10055655193, 10055655192, 10055655191, 3874428776, 4419020414, 6480663697, 4419020416, 6480663696, 4419020415, 4419020413, 3874428774];1098230819;pedestrian;;paving_stones;85.8
1099393320-1;[7547642627, 7547642631];1099393320;footway;;;5.1
1099393320-2;[7547642631, 7547642604];1099393320;footway;;;5.0
1099393320-3;[7547642604, 10064725903];1099393320;footway;;;3.5
1105608648;[2441623387, 2441623386];1105608648;footway;;asphalt;7.6
1105608649;[10117225129, 10117225132];1105608649;footway;;;1.6
1105608650;[10117225130, 10117225131];1105608650;footway;;;1.8
1105608651;[10117225131, 10117225133];1105608651;steps;;;3.7
1105608652;[10117225132, 10117225133];1105608652;steps;;;3.1
1105608653;[10117225134, 10117225133];1105608653;footway;;;1.3
1105608656-1;[9676914061, 9676914060];1105608656;footway;;;8.1
1105608656-2;[9676914060, 9676914059];1105608656;footway;;;3.6
1105608657-1;[9676914061, 10117225134];1105608657;footway;;;12.6
1105608657-2;[10117225134, 10117225140, 10117225139];1105608657;footway;;;26.1
1105608658;[10117225141, 5992472297];1105608658;footway;;;2.0
1105608659;[10117225143, 10117225141];1105608659;steps;;concrete;4.6
1105608660;[10117225145, 6139237288, 10117225144];1105608660;footway;;asphalt;16.1
1107966299;[8742427998, 8742427997, 10137755148, 10137755147, 10137755146, 10137755145, 10137755144, 10137755143, 10137755142, 10137755141, 10137755140, 10137755139, 10137755138, 10137755137, 10137755136, 10137755135, 10137755134, 10137755133, 10137755132, 10137755131, 10137755130, 10137755129, 10137755128, 10137755127, 10137755126, 10137755125, 10137755124, 10137755123, 10137755122, 862953838, 862901873, 862943403, 5682475499, 5682475497, 5682475495, 5682475493, 5682475491, 5682475489, 5682475487, 5682475485, 5682475483, 5682475481, 863028667, 862886559, 863064398, 862955709, 863065921, 862915051, 862934672, 863096600, 4126967140, 706302705, 10137712748, 10137712746, 706302698, 10137712745, 706302691, 10137755121, 8742427998];1107966299;pedestrian;;asphalt;337.2
1108122025;[10139342013, 10139342012];1108122025;service;;asphalt;10.6
1108122026;[10139342015, 1797177098];1108122026;service;;asphalt;7.5
1108122027;[10139345417, 10139342016];1108122027;service;;asphalt;10.6
1108565476-1;[10143015162, 10143015161];1108565476;pedestrian;;sett;7.3
1108565476-2;[10143015161, 10143015160];1108565476;pedestrian;;sett;13.7
1108565476-3;[10143015160, 10142982580];1108565476;pedestrian;;sett;5.8
1108565476-4;[10142982580, 10143015159, 10143015158];1108565476;pedestrian;;sett;16.0
1108565476-5;[10143015158, 10143015157, 10142982578];1108565476;pedestrian;;sett;14.8
1108565476-6;[10142982578, 10143015156];1108565476;pedestrian;;sett;6.4
1108565476-7;[10143015156, 10143015155];1108565476;pedestrian;;sett;13.5
1108565476-8;[10143015155, 10143015154];1108565476;pedestrian;;sett;7.7
1108565476-9;[10143015154, 7820868069];1108565476;pedestrian;;sett;12.5
1108565476-10;[7820868069, 10143015162];1108565476;pedestrian;;sett;11.8
1108571054-1;[10142982584, 10142982582, 10142982581, 10142982580];1108571054;footway;;asphalt;113.3
1108571054-2;[10142982580, 10142982579];1108571054;footway;;asphalt;12.4
1108571054-3;[10142982579, 10142982578];1108571054;footway;;asphalt;12.0
1108571054-4;[10142982578, 10142982577, 9799457003];1108571054;footway;;asphalt;103.2
1108571055;[10142982583, 10142982584];1108571055;footway;;;4.1
1108571056-1;[7567051999, 8305294694];1108571056;footway;;;18.6
1108571056-2;[8305294694, 10142982585];1108571056;footway;;;21.8
1108571056-3;[10142982585, 10142982584];1108571056;footway;;;9.4
1111569354;[10169507247, 10169507246, 10169507245];1111569354;steps;;paving_stones;8.5
1111569355;[10169507248, 10169507247];1111569355;footway;;concrete;8.5
1112720862;[10180857301, 10180857300];1112720862;footway;;;12.6
1112720877-1;[3649039668, 10180877502];1112720877;cycleway;;;10.2
1112720877-2;[10180877502, 10180877501];1112720877;cycleway;;;3.6
1112720878;[10180877503, 10180877508];1112720878;cycleway;;;5.2
1112720879;[10180877505, 10180877504];1112720879;cycleway;;;5.3
1112720880;[10180877507, 10180877506];1112720880;cycleway;;;4.2
1112720882;[3455324230, 10180877513];1112720882;cycleway;;;1.6
1112720883;[10180877521, 3455324230];1112720883;footway;;;3.6
1112720884;[10180877522, 10180877523];1112720884;footway;;;4.7
1112720885;[1829836652, 10180877523];1112720885;steps;;;8.3
1112721311;[5464276986, 10180877501];1112721311;cycleway;;asphalt;14.4
1112721312-1;[10180877513, 10180857300];1112721312;cycleway;;;1.6
1112721312-2;[10180857300, 3455324232];1112721312;cycleway;;;3.5
1112721313-1;[3658634694, 5480072147];1112721313;cycleway;;;18.8
1112721313-2;[5480072147, 3455324233];1112721313;cycleway;;;5.0
1112721313-3;[3455324233, 5480072148, 10180877503];1112721313;cycleway;;;17.5
1112721313-4;[10180877503, 3642813915, 5480072146];1112721313;cycleway;;;20.3
1112721313-5;[5480072146, 3642813031];1112721313;cycleway;;;4.5
1112721313-6;[3642813031, 5998286463, 3649039667];1112721313;cycleway;;;25.6
1112721314;[5480072149, 3658634694];1112721314;cycleway;;;2.7
1112721315;[3649039667, 3649039668];1112721315;cycleway;;;28.2
