id_arete;lstpoints;parent;highway;nomvoie;surface;dist
304201650-1;[1806163926, 388382481];304201650;footway;;asphalt;3.4
304201650-2;[388382481, 1829826277];304201650;footway;;asphalt;5.8
309692283-1;[1829846415, 4868225028, 4868225027, 7003817711, 1829846395];309692283;residential;Quai Amiral Bergeret;asphalt;79.0
309692283-2;[1829846395, 5480717589, 1829846399, 6079123581, 10180904252];309692283;residential;Quai Amiral Bergeret;asphalt;84.0
309692283-3;[10180904252, 1829846401, 1829846429, 1829846403, 1829836638];309692283;residential;Quai Amiral Bergeret;asphalt;39.6
309692284;[254934188, 3150254911, 3150254916, 6290776023, 254934189];309692284;residential;Rue Aristide Briand;asphalt;59.7
309692285;[254933310, 717860603];309692285;residential;Rue Brigadier Muscar;asphalt;30.3
309692286-1;[254933013, 3150254908, 3150254913, 364416057];309692286;residential;Rue Général Bourbaki;asphalt;54.9
309692286-2;[364416057, 3150254914, 1830766532];309692286;residential;Rue Général Bourbaki;asphalt;35.9
309692286-3;[1830766532, 364416075];309692286;residential;Rue Général Bourbaki;asphalt;31.7
309692286-4;[364416075, 8228268427, 6753609082, 254951318];309692286;residential;Rue Général Bourbaki;asphalt;90.6
309692287-1;[255322428, 4868225031, 4868225033, 2388636970, 577898260];309692287;residential;Rue de l'Esté;asphalt;59.2
309692287-2;[577898260, 3150254912, 4868225029, 1829846395];309692287;residential;Rue de l'Esté;asphalt;45.8
309692288;[8118376334, 8118376331, 255322838];309692288;residential;Place de la République;;10.0
309692289;[3150254925, 3150254928, 8118376334];309692289;service;;asphalt;64.0
309698473;[7003820156, 7003875548, 254934853];309698473;residential;Place de la République;asphalt;22.7
309698474;[2441623381, 2441623384];309698474;pedestrian;Quai Amiral Antoine Sala;asphalt;7.4
309698476-1;[1829846427, 1829852869];309698476;pedestrian;Rue Sainte-Catherine;asphalt;23.9
309698476-2;[1829852869, 1829852865];309698476;pedestrian;Rue Sainte-Catherine;asphalt;32.2
309698476-3;[1829852865, 254934854];309698476;pedestrian;Rue Sainte-Catherine;asphalt;35.3
309698476-4;[254934854, 5464276923, 254934855, 5464276922, 254934856, 5464276921, 6924421103];309698476;pedestrian;Rue Sainte-Catherine;asphalt;74.2
309698477-1;[10117225145, 10117225146];309698477;footway;;asphalt;2.4
309698477-2;[10117225146, 7945914722];309698477;footway;;asphalt;5.0
309698477-3;[7945914722, 10117225139];309698477;footway;;asphalt;4.3
309698477-4;[10117225139, 10117225129];309698477;footway;;asphalt;21.5
309698477-5;[10117225129, 10117225130];309698477;footway;;asphalt;8.2
309698477-6;[10117225130, 5992472297];309698477;footway;;asphalt;8.2
309698477-7;[5992472297, 10117225142, 5992472296, 2441623390];309698477;footway;;asphalt;16.9
318376781;[3247798523, 3247798525, 3247798524, 3247798517, 3247798507, 3247798518, 3247798516, 3247798510, 3247798511, 3247798513, 3247798515, 3247798528];318376781;service;;;99.7
318376782-1;[3247798529, 4323230133, 5639532660];318376782;service;;asphalt;17.6
318376782-2;[5639532660, 3247798521, 3247798514, 3247798512, 3247798527, 3247798523];318376782;service;;asphalt;53.4
318376782-3;[3247798523, 3247798522, 3247798508, 3247798520, 3247798519, 3247798526];318376782;service;;asphalt;28.3
329359514-1;[11283173241, 6285629105];329359514;pedestrian;Quai Amiral Bergeret;asphalt;4.7
329359514-2;[6285629105, 4085294991, 8118376344];329359514;pedestrian;Quai Amiral Bergeret;asphalt;6.9
329359514-3;[8118376344, 3362291617];329359514;pedestrian;Quai Amiral Bergeret;asphalt;17.4
329861597-1;[2441623447, 8818098133, 2441623442];329861597;residential;Quai de Lesseps;asphalt;42.5
329861597-2;[2441623442, 751512669];329861597;residential;Quai de Lesseps;asphalt;48.9
329861597-3;[751512669, 2441623419];329861597;residential;Quai de Lesseps;asphalt;57.5
329861597-4;[2441623419, 751512598];329861597;residential;Quai de Lesseps;asphalt;58.1
329861597-5;[751512598, 2441623400, 751512672];329861597;residential;Quai de Lesseps;asphalt;28.9
334518304;[3415990293, 7602110406, 942115343, 942115345, 7602110407];334518304;residential;Rue du Foirail;asphalt;91.0
338451953-1;[3455324232, 3658636786, 3658634696];338451953;cycleway;;;14.8
338451953-2;[3658634696, 5480072155, 10180877507];338451953;cycleway;;;11.0
338451953-3;[10180877507, 3658634697, 5480072153];338451953;cycleway;;;11.3
338451953-4;[5480072153, 3658634699];338451953;cycleway;;;4.0
338451953-5;[3658634699, 5480072152, 10180877505];338451953;cycleway;;;11.5
338451953-6;[10180877505, 3658634698, 5480072150];338451953;cycleway;;;11.7
338451953-7;[5480072150, 3658634695];338451953;cycleway;;;4.0
338451953-8;[3658634695, 5480072149];338451953;cycleway;;;16.9
344604936;[388487692, 3513549749];344604936;residential;Pont Marengo;asphalt;44.3
350624185-1;[3563710441, 8792418553, 11070615669];350624185;unclassified;Avenue Maréchal de Lautrec;asphalt;4.8
350624185-2;[11070615669, 7593196343, 1806155816, 7593213496];350624185;unclassified;Avenue Maréchal de Lautrec;asphalt;28.4
350624187;[3563710436, 7593196344, 7593196347, 7593196345, 3563710442, 8792418551];350624187;service;;;43.4
350624188-1;[7593196342, 4014827255];350624188;living_street;;;37.4
350624188-2;[4014827255, 7593050972, 7593050973, 3563710434, 3563710447];350624188;living_street;;;72.5
350624250-1;[3563710436, 3563712194, 4014827258];350624250;service;;;59.4
350624250-2;[4014827258, 7593196350, 3563712193, 7593196349, 7593050971, 4014836499];350624250;service;;;63.5
352267677-1;[706198591, 6015172987, 595783492, 705032452, 1796016016, 1796016006, 1796016004, 5639532656, 595783495, 595783496, 5810152947, 595783497, 5702304694];352267677;tertiary;Avenue de Marhum;asphalt;283.2
352267677-2;[5702304694, 595783498, 3660030318];352267677;tertiary;Avenue de Marhum;asphalt;77.5
352267677-3;[3660030318, 595783499, 4014837967];352267677;tertiary;Avenue de Marhum;asphalt;28.9
352268459;[3580226494, 3580226493];352268459;residential;Rue de la Caserne des Douanes;;79.5
352268623-1;[706302504, 4271454609];352268623;tertiary;Rue de Ravignan;concrete;4.9
352268623-2;[4271454609, 706302503];352268623;tertiary;Rue de Ravignan;concrete;26.1
352268623-3;[706302503, 4271454601];352268623;tertiary;Rue de Ravignan;concrete;13.1
352268623-4;[4271454601, 5672585506, 6290764019, 269248041, 6290764018, 711707583];352268623;tertiary;Rue de Ravignan;concrete;36.5
352268623-5;[711707583, 6290764017];352268623;tertiary;Rue de Ravignan;concrete;7.1
352269417;[4117139168, 9573469335, 10760443727, 3580236321, 3580236326, 3580236323, 3580236324, 3580236329, 3580236322, 5484528522, 3580236328, 5484528523, 4117156040];352269417;residential;Allée Porteteny;;124.1
352750833;[3585232418, 3585232416];352750833;steps;;;3.5
352750834;[1879458808, 3585232418];352750834;footway;;;4.0
352750835;[3585232416, 3585232417];352750835;footway;;;1.8
354944151-1;[7593287802, 7667063060, 10055688304];354944151;path;;paved;14.7
354944151-2;[10055688304, 7593287800];354944151;path;;paved;33.6
354944151-3;[7593287800, 3605927461];354944151;path;;paved;7.8
354944151-4;[3605927461, 7670993568];354944151;path;;paved;15.6
354944151-5;[7670993568, 7670993566];354944151;path;;paved;13.5
354944151-6;[7670993566, 7670993573];354944151;path;;paved;11.6
354944151-7;[7670993573, 3660030317, 7593287794];354944151;path;;paved;13.6
354944151-8;[7593287794, 3660030318];354944151;path;;paved;9.5
354944153-1;[3605927466, 4014831784, 7593120815, 4014831786];354944153;tertiary;;asphalt;45.8
354944153-2;[4014831786, 7593120810];354944153;tertiary;;asphalt;5.6
354944153-3;[7593120810, 7593120814, 3605927467];354944153;tertiary;;asphalt;10.3
360608807-1;[704989010, 7040731320, 7040731318, 7040731319, 7040731317, 3580226493];360608807;unclassified;Avenue Maurice Goalard;asphalt;64.2
360608807-2;[3580226493, 10708960722, 3732013421, 704989001];360608807;unclassified;Avenue Maurice Goalard;asphalt;64.4
360758510;[3653092001, 8995542263, 4868225036, 3653092000];360758510;residential;Rue Ulysse Darracq;asphalt;13.4
360758512;[255322428, 4868225034, 10702872566];360758512;secondary;Boulevard Alsace-Lorraine;asphalt;29.6
360781873;[1829836630, 3055063751, 1829836652];360781873;residential;Quai Amiral Bergeret;;45.0
361380102;[5480072150, 3658634699];361380102;steps;;;4.7
361380314;[10180877519, 6256074797, 6256074798, 3455390036, 6256074799, 3455390040, 3488805794, 6256074800, 4319163697, 3455390038, 5480137269, 6256074801, 3488805793, 5480137270, 5480072145];361380314;cycleway;Pont Charles Vaillant;;271.9
361554059;[3563697928, 9573469347, 3563697926, 3563697927, 1797215397];361554059;footway;;asphalt;33.9
362615767;[3668881525, 3668881327];362615767;footway;;;18.3
362616109-1;[3668883570, 11302099125, 10296967730];362616109;footway;;paving_stones;10.4
362616109-2;[10296967730, 4868366902];362616109;footway;;paving_stones;2.0
362616110;[3668883568, 3668883572];362616110;steps;;;4.5
362616111;[3668883568, 3668883569];362616111;footway;Square Chanoine Dubarat;;16.8
362616112-1;[3668883570, 10296967728];362616112;steps;Square Chanoine Dubarat;;2.2
362616112-2;[10296967728, 3668883569];362616112;steps;Square Chanoine Dubarat;;6.8
362616446-1;[3668883568, 3668892461];362616446;footway;Square Chanoine Dubarat;;11.0
362616446-2;[3668892461, 3668892460, 3668883569];362616446;footway;Square Chanoine Dubarat;;27.5
362617768-1;[3668894640, 5643202179];362617768;footway;;compacted;6.9
362617768-2;[5643202179, 3668894645, 3732064424];362617768;footway;;compacted;94.0
362618867-1;[3914844127, 3914846154, 3914846153];362618867;path;;;22.2
362618867-2;[3914846153, 7670991430];362618867;path;;;68.7
362618867-3;[7670991430, 3668904711];362618867;path;;;17.2
364633955-1;[1797148172, 1797148184, 5494546566, 718368644];364633955;primary_link;Avenue Chanoine Jean Lamarque;;33.7
364633955-2;[718368644, 5494546565, 840829610];364633955;primary_link;Avenue Chanoine Jean Lamarque;;31.1
366017979;[1829836630, 3055063727, 8835995477, 1829836623, 3055063732, 3055063754, 4625128436];366017979;residential;Quai Amiral Bergeret;asphalt;131.0
369248787-1;[255402862, 1797177086, 5484526672, 255402863];369248787;secondary;Avenue Duvergier de Hauranne;asphalt;22.7
369248787-2;[255402863, 7606600286];369248787;secondary;Avenue Duvergier de Hauranne;asphalt;6.9
369248787-3;[7606600286, 706311335, 7606600287];369248787;secondary;Avenue Duvergier de Hauranne;asphalt;20.9
369248787-4;[7606600287, 5484526674, 4285831112];369248787;secondary;Avenue Duvergier de Hauranne;asphalt;34.4
369248787-5;[4285831112, 4127494891, 1890041789, 4127494890, 10733895566, 401332570];369248787;secondary;Avenue Duvergier de Hauranne;asphalt;122.7
369248790-1;[255402862, 5484526693, 3730555300];369248790;service;Avenue Duvergier de Hauranne;;47.4
369248790-2;[3730555300, 3730553720, 10024304211, 3730553713];369248790;service;Avenue Duvergier de Hauranne;;16.5
369415573-1;[4014816155, 4014816143];369415573;pedestrian;Esplanade Roland Barthes;sett;27.9
369415573-2;[4014816143, 1831069513, 1831069509, 3732064419, 3737650695];369415573;pedestrian;Esplanade Roland Barthes;sett;20.8
369415573-3;[3737650695, 8870131917];369415573;pedestrian;Esplanade Roland Barthes;sett;21.6
369415573-4;[8870131917, 7602711549, 3732064422, 8870131921, 8870131920, 8870115614];369415573;pedestrian;Esplanade Roland Barthes;sett;44.9
369415573-5;[8870115614, 3737650701, 8870115615];369415573;pedestrian;Esplanade Roland Barthes;sett;24.8
369415573-6;[8870115615, 8870131919];369415573;pedestrian;Esplanade Roland Barthes;sett;17.8
369415573-7;[8870131919, 8870131926];369415573;pedestrian;Esplanade Roland Barthes;sett;4.1
369415573-8;[8870131926, 5484528553];369415573;pedestrian;Esplanade Roland Barthes;sett;9.7
369415573-9;[5484528553, 597617491];369415573;pedestrian;Esplanade Roland Barthes;sett;9.9
369415573-10;[597617491, 3732065926];369415573;pedestrian;Esplanade Roland Barthes;sett;2.4
369415573-11;[3732065926, 4461740219];369415573;pedestrian;Esplanade Roland Barthes;sett;5.8
369415573-12;[4461740219, 1808592006];369415573;pedestrian;Esplanade Roland Barthes;sett;13.8
369415573-13;[1808592006, 8434579204];369415573;pedestrian;Esplanade Roland Barthes;sett;12.2
369415573-14;[8434579204, 6583692168];369415573;pedestrian;Esplanade Roland Barthes;sett;75.5
369415573-15;[6583692168, 706302144];369415573;pedestrian;Esplanade Roland Barthes;sett;6.1
369415573-16;[706302144, 7602711550, 1831069501, 1831069520, 4014816155];369415573;pedestrian;Esplanade Roland Barthes;sett;139.3
369415574;[3732064414, 254053907];369415574;footway;;asphalt;11.7
369415575;[3732064423, 1840379703];369415575;footway;;asphalt;11.4
369415576-1;[3732064418, 1797148225, 10055688306, 1797148203];369415576;footway;;;19.2
369415576-2;[1797148203, 3732064409];369415576;footway;;;5.0
369415577-1;[1828784577, 1827160768, 3732064423];369415577;footway;;asphalt;12.7
369415577-2;[3732064423, 3554319599];369415577;footway;;asphalt;15.1
369415577-3;[3554319599, 3732065925, 2321308341];369415577;footway;;asphalt;17.2
369415578-1;[3732064409, 3732064411, 3732064415, 3732064417, 3732064416, 3732064412, 3732064410];369415578;footway;;asphalt;70.5
369415578-2;[3732064410, 254522018];369415578;footway;;asphalt;5.8
369571626;[2133890183, 254950957, 3733474552, 5484528536];369571626;footway;;asphalt;17.0
369574261;[476283464, 7695786526, 476283465];369574261;residential;Rue René Cuzacq;;45.8
369713607-1;[269247916, 1464368274];369713607;living_street;Rue des Gouverneurs;concrete;6.7
369713607-2;[1464368274, 7531505241];369713607;living_street;Rue des Gouverneurs;concrete;19.1
369713607-3;[7531505241, 1828784578];369713607;living_street;Rue des Gouverneurs;concrete;2.9
369713608-1;[3734832287, 3734832288, 6326881685, 4434324837];369713608;pedestrian;Esplanade de l'Échauguette;gravel;16.4
369713608-2;[4434324837, 3734832290, 9245849844, 2013030589, 3734832281, 8264966601];369713608;pedestrian;Esplanade de l'Échauguette;gravel;47.6
369713608-3;[8264966601, 6528389289, 8264966598];369713608;pedestrian;Esplanade de l'Échauguette;gravel;2.2
369713608-4;[8264966598, 8264966599, 3734832279, 3734832280, 9623895004, 3734832278, 5487050177];369713608;pedestrian;Esplanade de l'Échauguette;gravel;93.5
369713608-5;[5487050177, 3734832277, 5480607896, 28334395, 8264966600, 3734832287];369713608;pedestrian;Esplanade de l'Échauguette;gravel;109.1
370039821-1;[3737650688, 7860398215, 7860398216, 3737650689, 3737650690];370039821;path;;asphalt;87.8
370039821-2;[3737650690, 9799456995, 3737650691, 9799456996, 5484526719];370039821;path;;asphalt;68.0
370039821-3;[5484526719, 3737650693, 3737650694, 7860398217, 5484526709];370039821;path;;asphalt;33.1
370039821-4;[5484526709, 5763327593];370039821;path;;asphalt;48.0
370039821-5;[5763327593, 5484526720, 7860398218, 7860398219, 2133890183];370039821;path;;asphalt;64.5
370039825;[3668881327, 7629134859];370039825;footway;;paved;0.9
370039826-1;[3513549741, 3732064413];370039826;footway;;asphalt;4.6
370039826-2;[3732064413, 1829833001];370039826;footway;;asphalt;6.9
370039826-3;[1829833001, 1829833009];370039826;footway;;asphalt;6.7
370039826-4;[1829833009, 5484528563, 5484528565, 5484528564];370039826;footway;;asphalt;14.2
370039826-5;[5484528564, 1806155776];370039826;footway;;asphalt;7.3
370039826-6;[1806155776, 3737650695];370039826;footway;;asphalt;7.5
370039826-7;[3737650695, 5643154847, 5643154848, 5643154849];370039826;footway;;asphalt;31.7
370039830-1;[3737650707, 597617491];370039830;pedestrian;Quai Augustin Chaho;paving_stones;7.0
370039830-2;[597617491, 5484528553];370039830;pedestrian;Quai Augustin Chaho;paving_stones;9.9
370039830-3;[5484528553, 8870131926];370039830;pedestrian;Quai Augustin Chaho;paving_stones;9.7
370039830-4;[8870131926, 8870131919];370039830;pedestrian;Quai Augustin Chaho;paving_stones;4.1
370039830-5;[8870131919, 8870122838, 8870131927, 8870115616];370039830;pedestrian;Quai Augustin Chaho;paving_stones;17.7
370039830-6;[8870115616, 3737650700, 8870115613];370039830;pedestrian;Quai Augustin Chaho;paving_stones;24.8
370039830-7;[8870115613, 3737650697, 4868223488];370039830;pedestrian;Quai Augustin Chaho;paving_stones;27.8
370039830-8;[4868223488, 5484528556, 5484528557, 5484528558, 388496625, 3737650706, 3737650707];370039830;pedestrian;Quai Augustin Chaho;paving_stones;100.4
373658554-1;[3605927463, 7671011642];373658554;path;;paved;12.0
373658554-2;[7671011642, 7671011638];373658554;path;;paved;7.6
373658554-3;[7671011638, 7671011636];373658554;path;;paved;14.0
373658554-4;[7671011636, 7671011623];373658554;path;;paved;15.0
373658554-5;[7671011623, 5602458347, 7671011626];373658554;path;;paved;13.9
373658554-6;[7671011626, 7671011629];373658554;path;;paved;15.4
373658554-7;[7671011629, 7671011622];373658554;path;;paved;27.6
373658554-8;[7671011622, 4119145599];373658554;path;;paved;13.2
373658554-9;[4119145599, 7593076824];373658554;path;;paved;27.7
